"LAYING.1","SITTING.1","STANDING.1","WALKING.1","WALKING_DOWNSTAIRS.1","WALKING_UPSTAIRS.1","LAYING.3","SITTING.3","STANDING.3","WALKING.3","WALKING_DOWNSTAIRS.3","WALKING_UPSTAIRS.3","LAYING.5","SITTING.5","STANDING.5","WALKING.5","WALKING_DOWNSTAIRS.5","WALKING_UPSTAIRS.5","LAYING.6","SITTING.6","STANDING.6","WALKING.6","WALKING_DOWNSTAIRS.6","WALKING_UPSTAIRS.6","LAYING.7","SITTING.7","STANDING.7","WALKING.7","WALKING_DOWNSTAIRS.7","WALKING_UPSTAIRS.7","LAYING.8","SITTING.8","STANDING.8","WALKING.8","WALKING_DOWNSTAIRS.8","WALKING_UPSTAIRS.8","LAYING.11","SITTING.11","STANDING.11","WALKING.11","WALKING_DOWNSTAIRS.11","WALKING_UPSTAIRS.11","LAYING.14","SITTING.14","STANDING.14","WALKING.14","WALKING_DOWNSTAIRS.14","WALKING_UPSTAIRS.14","LAYING.15","SITTING.15","STANDING.15","WALKING.15","WALKING_DOWNSTAIRS.15","WALKING_UPSTAIRS.15","LAYING.16","SITTING.16","STANDING.16","WALKING.16","WALKING_DOWNSTAIRS.16","WALKING_UPSTAIRS.16","LAYING.17","SITTING.17","STANDING.17","WALKING.17","WALKING_DOWNSTAIRS.17","WALKING_UPSTAIRS.17","LAYING.19","SITTING.19","STANDING.19","WALKING.19","WALKING_DOWNSTAIRS.19","WALKING_UPSTAIRS.19","LAYING.21","SITTING.21","STANDING.21","WALKING.21","WALKING_DOWNSTAIRS.21","WALKING_UPSTAIRS.21","LAYING.22","SITTING.22","STANDING.22","WALKING.22","WALKING_DOWNSTAIRS.22","WALKING_UPSTAIRS.22","LAYING.23","SITTING.23","STANDING.23","WALKING.23","WALKING_DOWNSTAIRS.23","WALKING_UPSTAIRS.23","LAYING.25","SITTING.25","STANDING.25","WALKING.25","WALKING_DOWNSTAIRS.25","WALKING_UPSTAIRS.25","LAYING.26","SITTING.26","STANDING.26","WALKING.26","WALKING_DOWNSTAIRS.26","WALKING_UPSTAIRS.26","LAYING.27","SITTING.27","STANDING.27","WALKING.27","WALKING_DOWNSTAIRS.27","WALKING_UPSTAIRS.27","LAYING.28","SITTING.28","STANDING.28","WALKING.28","WALKING_DOWNSTAIRS.28","WALKING_UPSTAIRS.28","LAYING.29","SITTING.29","STANDING.29","WALKING.29","WALKING_DOWNSTAIRS.29","WALKING_UPSTAIRS.29","LAYING.30","SITTING.30","STANDING.30","WALKING.30","WALKING_DOWNSTAIRS.30","WALKING_UPSTAIRS.30","LAYING.2","SITTING.2","STANDING.2","WALKING.2","WALKING_DOWNSTAIRS.2","WALKING_UPSTAIRS.2","LAYING.4","SITTING.4","STANDING.4","WALKING.4","WALKING_DOWNSTAIRS.4","WALKING_UPSTAIRS.4","LAYING.9","SITTING.9","STANDING.9","WALKING.9","WALKING_DOWNSTAIRS.9","WALKING_UPSTAIRS.9","LAYING.10","SITTING.10","STANDING.10","WALKING.10","WALKING_DOWNSTAIRS.10","WALKING_UPSTAIRS.10","LAYING.12","SITTING.12","STANDING.12","WALKING.12","WALKING_DOWNSTAIRS.12","WALKING_UPSTAIRS.12","LAYING.13","SITTING.13","STANDING.13","WALKING.13","WALKING_DOWNSTAIRS.13","WALKING_UPSTAIRS.13","LAYING.18","SITTING.18","STANDING.18","WALKING.18","WALKING_DOWNSTAIRS.18","WALKING_UPSTAIRS.18","LAYING.20","SITTING.20","STANDING.20","WALKING.20","WALKING_DOWNSTAIRS.20","WALKING_UPSTAIRS.20","LAYING.24","SITTING.24","STANDING.24","WALKING.24","WALKING_DOWNSTAIRS.24","WALKING_UPSTAIRS.24"
"fBodyGyro-mad()-X",NA,NA,-0.63913522915562,NA,NA,NA,NA,NA,-0.662352054780059,NA,NA,NA,NA,NA,-0.662476834271523,NA,NA,NA,NA,NA,-0.588660757031077,NA,NA,NA,NA,NA,-0.663726742875974,NA,NA,NA,NA,NA,-0.609404326397865,NA,NA,NA,NA,-0.708553268678344,-0.96671403,NA,NA,NA,NA,-0.698724757559319,NA,NA,NA,NA,NA,-0.664839439979573,NA,NA,NA,NA,NA,-0.786263666666667,NA,NA,NA,NA,NA,-0.736439446171196,NA,NA,NA,NA,-0.482383134735461,-0.972910518333333,NA,NA,NA,NA,-0.768278191764706,NA,NA,NA,NA,NA,-0.659455187294393,NA,NA,NA,NA,NA,-0.722362592096774,NA,NA,NA,NA,NA,-0.656407010323961,NA,NA,NA,NA,NA,-0.835914281032895,NA,NA,-0.65361027143875,NA,NA,NA,NA,NA,-0.780448935715426,NA,NA,NA,NA,NA,-0.693355662373298,NA,NA,NA,NA,NA,-0.705410267735756,NA,NA,NA,NA,NA,-0.660336688154211,-0.467541403333333,NA,NA,NA,NA,NA,-0.67679108196755,NA,NA,NA,NA,NA,-0.667310013201893,NA,NA,NA,NA,NA,-0.654160075035764,NA,NA,NA,NA,NA,-0.638160579979592,NA,NA,NA,NA,NA,-0.746284211554455,-0.596636645386441,NA,NA,NA,NA,NA,-0.677452340334557,NA,NA,NA,NA,NA,-0.790638115879121,NA,NA,NA,NA,NA,-0.638708236831045,NA,NA,NA,NA,NA,-0.744398266527559
"fBodyGyro-mad()-Y",NA,NA,-0.525038215927378,NA,NA,NA,NA,NA,-0.778870300029326,NA,NA,NA,NA,NA,-0.726736302086093,NA,NA,NA,NA,NA,-0.638332560754154,NA,NA,NA,NA,NA,-0.668603193506169,NA,NA,NA,NA,NA,-0.597727055834057,NA,NA,NA,NA,-0.75853513388535,-0.990660645,NA,NA,NA,NA,-0.463337699383591,NA,NA,NA,NA,NA,-0.753252616128049,NA,NA,NA,NA,NA,-0.825630785846995,NA,NA,NA,NA,NA,-0.777317964782609,NA,NA,NA,NA,-0.581011538405248,-0.978307486153846,NA,NA,NA,NA,-0.775898031421569,NA,NA,NA,NA,NA,-0.804878459595016,NA,NA,NA,NA,NA,-0.516679920665591,NA,NA,NA,NA,NA,-0.799148427726161,NA,NA,NA,NA,NA,-0.889586253486842,NA,NA,-0.764452427041667,NA,NA,NA,NA,NA,-0.817362825558511,NA,NA,NA,NA,NA,-0.754127507624921,NA,NA,NA,NA,NA,-0.707696583709302,NA,NA,NA,NA,NA,-0.606279265818658,-0.160449626666667,NA,NA,NA,NA,NA,-0.746336693046358,NA,NA,NA,NA,NA,-0.826639457444795,NA,NA,NA,NA,NA,-0.68938390428125,NA,NA,NA,NA,NA,-0.659802235903061,NA,NA,NA,NA,NA,-0.802098747128713,-0.692722600847458,NA,NA,NA,NA,NA,-0.669353532384404,NA,NA,NA,NA,NA,-0.806886558928571,NA,NA,NA,NA,NA,-0.592132867613277,NA,NA,NA,NA,NA,-0.766875021049869
"fBodyGyro-mad()-Z",NA,NA,-0.565258592326801,NA,NA,NA,NA,NA,-0.676798536703812,NA,NA,NA,NA,NA,-0.559209134624871,NA,NA,NA,NA,NA,-0.547712957667969,NA,NA,NA,NA,NA,-0.655832126623377,NA,NA,NA,NA,NA,-0.512867490509609,NA,NA,NA,NA,-0.696396182242038,-0.956264035,NA,NA,NA,NA,-0.360011889122632,NA,NA,NA,NA,NA,-0.709089402929878,NA,NA,NA,NA,NA,-0.737585906551913,NA,NA,NA,NA,NA,-0.711810658570652,NA,NA,NA,NA,-0.524820409483511,-0.972352677307692,NA,NA,NA,NA,-0.702785761585539,NA,NA,NA,NA,NA,-0.660694631797508,NA,NA,NA,NA,NA,-0.611104074530403,NA,NA,NA,NA,NA,-0.729829536638142,NA,NA,NA,NA,NA,-0.813249721513158,NA,NA,-0.61116775955,NA,NA,NA,NA,NA,-0.696890554998404,NA,NA,NA,NA,NA,-0.66891808645288,NA,NA,NA,NA,NA,-0.699506854170349,NA,NA,NA,NA,NA,-0.577961549100526,-0.269407196666667,NA,NA,NA,NA,NA,-0.634248254901325,NA,NA,NA,NA,NA,-0.719530586340694,NA,NA,NA,NA,NA,-0.581747828783333,NA,NA,NA,NA,NA,-0.568518869842177,NA,NA,NA,NA,NA,-0.684065404772277,-0.641732782813559,NA,NA,NA,NA,NA,-0.630824916859939,NA,NA,NA,NA,NA,-0.738351342032967,NA,NA,NA,NA,NA,-0.491442257698588,NA,NA,NA,NA,NA,-0.695305158582677
"fBodyGyro-max()-X",NA,NA,-0.710144431397406,NA,NA,NA,NA,NA,-0.703883225254839,NA,NA,NA,NA,NA,-0.737188386258278,NA,NA,NA,NA,NA,-0.70943808712508,NA,NA,NA,NA,NA,-0.696537174026948,NA,NA,NA,NA,NA,-0.674882197790036,NA,NA,NA,NA,-0.738240831971656,-0.96594868,NA,NA,NA,NA,-0.728559138302477,NA,NA,NA,NA,NA,-0.703431098344512,NA,NA,NA,NA,NA,-0.789560620265027,NA,NA,NA,NA,NA,-0.756057436682065,NA,NA,NA,NA,-0.598999924221986,-0.979047816282051,NA,NA,NA,NA,-0.820986117818627,NA,NA,NA,NA,NA,-0.731099468280374,NA,NA,NA,NA,NA,-0.781162263887097,NA,NA,NA,NA,NA,-0.665254100419315,NA,NA,NA,NA,NA,-0.875667636842105,NA,NA,-0.751672954030833,NA,NA,NA,NA,NA,-0.795776260241223,NA,NA,NA,NA,NA,-0.777487389659686,NA,NA,NA,NA,NA,-0.749832384476744,NA,NA,NA,NA,NA,-0.641802908336026,-0.337825613333333,NA,NA,NA,NA,NA,-0.727379052363344,NA,NA,NA,NA,NA,-0.72494755225205,NA,NA,NA,NA,NA,-0.680579986131944,NA,NA,NA,NA,NA,-0.677522830206803,NA,NA,NA,NA,NA,-0.768968274415842,-0.72027105979661,NA,NA,NA,NA,NA,-0.737583895058104,NA,NA,NA,NA,NA,-0.801546467873626,NA,NA,NA,NA,NA,-0.710909755502825,NA,NA,NA,NA,NA,-0.797507743404199
"fBodyGyro-max()-Y",NA,NA,-0.502127388067435,NA,NA,NA,NA,NA,-0.812273278709677,NA,NA,NA,NA,NA,-0.754664265596027,NA,NA,NA,NA,NA,-0.7316321192,NA,NA,NA,NA,NA,-0.769271268246753,NA,NA,NA,NA,NA,-0.66111735775089,NA,NA,NA,NA,-0.68027480243535,-0.99143328,NA,NA,NA,NA,-0.402475303817647,NA,NA,NA,NA,NA,-0.704120409829866,NA,NA,NA,NA,NA,-0.848019218032787,NA,NA,NA,NA,NA,-0.818478525869565,NA,NA,NA,NA,-0.681914157514184,-0.973754866666667,NA,NA,NA,NA,-0.841877192818627,NA,NA,NA,NA,NA,-0.831931178224299,NA,NA,NA,NA,NA,-0.644203216200269,NA,NA,NA,NA,NA,-0.73633791963154,NA,NA,NA,NA,NA,-0.914615995131579,NA,NA,-0.813894805166667,NA,NA,NA,NA,NA,-0.854272527287234,NA,NA,NA,NA,NA,-0.802206295890052,NA,NA,NA,NA,NA,-0.599338210374709,NA,NA,NA,NA,NA,-0.578238736415395,0.401419683666667,NA,NA,NA,NA,NA,-0.785353753377483,NA,NA,NA,NA,NA,-0.811564530347003,NA,NA,NA,NA,NA,-0.752158533715278,NA,NA,NA,NA,NA,-0.593456678968027,NA,NA,NA,NA,NA,-0.84899748990099,-0.668634630423729,NA,NA,NA,NA,NA,-0.73409825833945,NA,NA,NA,NA,NA,-0.788373337967033,NA,NA,NA,NA,NA,-0.665752699858475,NA,NA,NA,NA,NA,-0.848862825538058
"fBodyGyro-max()-Z",NA,NA,-0.754850427867435,NA,NA,NA,NA,NA,-0.838423844662757,NA,NA,NA,NA,NA,-0.77959282486755,NA,NA,NA,NA,NA,-0.794944898646154,NA,NA,NA,NA,NA,-0.762868076558442,NA,NA,NA,NA,NA,-0.656372748270463,NA,NA,NA,NA,-0.827053897324841,-0.97159121,NA,NA,NA,NA,-0.519163769145511,NA,NA,NA,NA,NA,-0.81076538152439,NA,NA,NA,NA,NA,-0.800672725330601,NA,NA,NA,NA,NA,-0.805248144945652,NA,NA,NA,NA,-0.729793771904255,-0.977729160128205,NA,NA,NA,NA,-0.789548620418382,NA,NA,NA,NA,NA,-0.756786951744548,NA,NA,NA,NA,NA,-0.700742531647849,NA,NA,NA,NA,NA,-0.82737277799511,NA,NA,NA,NA,NA,-0.877422689868421,NA,NA,-0.752683239541667,NA,NA,NA,NA,NA,-0.727247822869947,NA,NA,NA,NA,NA,-0.750307707834293,NA,NA,NA,NA,NA,-0.80739434755814,NA,NA,NA,NA,NA,-0.729376213368421,-0.46982045,NA,NA,NA,NA,NA,-0.748819905116225,NA,NA,NA,NA,NA,-0.829350976246057,NA,NA,NA,NA,NA,-0.692390729680556,NA,NA,NA,NA,NA,-0.748564733615646,NA,NA,NA,NA,NA,-0.751241094554455,-0.809992051271186,NA,NA,NA,NA,NA,-0.762535920978593,NA,NA,NA,NA,NA,-0.819925668049451,NA,NA,NA,NA,NA,-0.678216724204802,NA,NA,NA,NA,NA,-0.799270351154856
"fBodyGyro-min()-X",NA,NA,-0.920810495417867,NA,NA,NA,NA,NA,-0.92710604457478,NA,NA,NA,NA,NA,-0.917975168675497,NA,NA,NA,NA,NA,-0.908429798492308,NA,NA,NA,NA,NA,-0.922410207272727,NA,NA,NA,NA,NA,-0.914168149078292,NA,NA,NA,NA,-0.935628489235669,-0.98052268,NA,NA,NA,NA,-0.942752632012384,NA,NA,NA,NA,NA,-0.939676214817073,NA,NA,NA,NA,NA,-0.952603325491803,NA,NA,NA,NA,NA,-0.938702366622283,NA,NA,NA,NA,-0.88595126,-0.994112229102564,NA,NA,NA,NA,-0.950131765686275,NA,NA,NA,NA,NA,-0.931977394423676,NA,NA,NA,NA,NA,-0.927371895430108,NA,NA,NA,NA,NA,-0.926469790188264,NA,NA,NA,NA,NA,-0.969326339342105,NA,NA,-0.930940346958333,NA,NA,NA,NA,NA,-0.953989007553191,NA,NA,NA,NA,NA,-0.936900770837696,NA,NA,NA,NA,NA,-0.936996607767442,NA,NA,NA,NA,NA,-0.923375964392105,-0.912667766666667,NA,NA,NA,NA,NA,-0.930775747251656,NA,NA,NA,NA,NA,-0.925759019716088,NA,NA,NA,NA,NA,-0.902582207774306,NA,NA,NA,NA,NA,-0.920474140612245,NA,NA,NA,NA,NA,-0.927327467524752,-0.92180669059322,NA,NA,NA,NA,NA,-0.931737752171254,NA,NA,NA,NA,NA,-0.95278197760989,NA,NA,NA,NA,NA,-0.926087310254237,NA,NA,NA,NA,NA,-0.94587863364042
"fBodyGyro-min()-Y",NA,NA,-0.834335572775216,NA,NA,NA,NA,NA,-0.9226709,NA,NA,NA,NA,NA,-0.917375000596027,NA,NA,NA,NA,NA,-0.873195242276923,NA,NA,NA,NA,NA,-0.871920998246753,NA,NA,NA,NA,NA,-0.860098726772242,NA,NA,NA,NA,-0.92528205455414,-0.99107927,NA,NA,NA,NA,-0.859474924396285,NA,NA,NA,NA,NA,-0.909266361097561,NA,NA,NA,NA,NA,-0.933900983060109,NA,NA,NA,NA,NA,-0.925812011222826,NA,NA,NA,NA,-0.835188633588652,-0.989221122820513,NA,NA,NA,NA,-0.920851443921569,NA,NA,NA,NA,NA,-0.922333326448598,NA,NA,NA,NA,NA,-0.835750822837634,NA,NA,NA,NA,NA,-0.929418424572127,NA,NA,NA,NA,NA,-0.954229951447368,NA,NA,-0.902213680458333,NA,NA,NA,NA,NA,-0.921576842843085,NA,NA,NA,NA,NA,-0.919066010078534,NA,NA,NA,NA,NA,-0.913004661860465,NA,NA,NA,NA,NA,-0.866540410376316,-0.841932923333333,NA,NA,NA,NA,NA,-0.915083827794702,NA,NA,NA,NA,NA,-0.942606192460568,NA,NA,NA,NA,NA,-0.897085777673611,NA,NA,NA,NA,NA,-0.865492001156463,NA,NA,NA,NA,NA,-0.934579873663366,-0.887188147966102,NA,NA,NA,NA,NA,-0.866743981266055,NA,NA,NA,NA,NA,-0.938370799505495,NA,NA,NA,NA,NA,-0.876914511399435,NA,NA,NA,NA,NA,-0.926409867349081
"fBodyGyro-min()-Z",NA,NA,-0.883244297867435,NA,NA,NA,NA,NA,-0.919722195747801,NA,NA,NA,NA,NA,-0.880283136456954,NA,NA,NA,NA,NA,-0.887916764738461,NA,NA,NA,NA,NA,-0.899051160292208,NA,NA,NA,NA,NA,-0.852948262769039,NA,NA,NA,NA,-0.927855913853503,-0.98957005,NA,NA,NA,NA,-0.855549845195046,NA,NA,NA,NA,NA,-0.916413449054878,NA,NA,NA,NA,NA,-0.934994566724044,NA,NA,NA,NA,NA,-0.938896951875,NA,NA,NA,NA,-0.877250657556738,-0.990070796538462,NA,NA,NA,NA,-0.921265486428922,NA,NA,NA,NA,NA,-0.900121740965732,NA,NA,NA,NA,NA,-0.906816344489247,NA,NA,NA,NA,NA,-0.928320462836186,NA,NA,NA,NA,NA,-0.933619809342105,NA,NA,-0.915133821875,NA,NA,NA,NA,NA,-0.928206497632979,NA,NA,NA,NA,NA,-0.914669982643979,NA,NA,NA,NA,NA,-0.915239944796512,NA,NA,NA,NA,NA,-0.898050758105263,-0.917954876666667,NA,NA,NA,NA,NA,-0.897148893377483,NA,NA,NA,NA,NA,-0.922587665993691,NA,NA,NA,NA,NA,-0.896973959097222,NA,NA,NA,NA,NA,-0.890236283129252,NA,NA,NA,NA,NA,-0.92521427470297,-0.90652740279661,NA,NA,NA,NA,NA,-0.897743666574924,NA,NA,NA,NA,NA,-0.943137324478022,NA,NA,NA,NA,NA,-0.895937198935028,NA,NA,NA,NA,NA,-0.927920098871391
"fBodyGyro-sma()",NA,NA,-0.528333577495389,NA,NA,NA,NA,NA,-0.687302901859238,NA,NA,NA,NA,NA,-0.624883496168874,NA,NA,NA,NA,NA,-0.538877502496308,NA,NA,NA,NA,NA,-0.617746334873377,NA,NA,NA,NA,NA,-0.545986204846263,NA,NA,NA,NA,-0.720605703929936,-0.965864755,NA,NA,NA,NA,-0.524636128535604,NA,NA,NA,NA,NA,-0.698596840935976,NA,NA,NA,NA,NA,-0.780815640163934,NA,NA,NA,NA,NA,-0.732414401576087,NA,NA,NA,NA,-0.466664326763121,-0.975226433717949,NA,NA,NA,NA,-0.729706226127451,NA,NA,NA,NA,NA,-0.687237400716511,NA,NA,NA,NA,NA,-0.563054834453064,NA,NA,NA,NA,NA,-0.734113817334963,NA,NA,NA,NA,NA,-0.83755610993421,NA,NA,-0.654182251382083,NA,NA,NA,NA,NA,-0.750699617773936,NA,NA,NA,NA,NA,-0.686923294974084,NA,NA,NA,NA,NA,-0.689796890642442,NA,NA,NA,NA,NA,-0.618929555157895,-0.33351555,NA,NA,NA,NA,NA,-0.645047511238411,NA,NA,NA,NA,NA,-0.717567831198738,NA,NA,NA,NA,NA,-0.630640004086806,NA,NA,NA,NA,NA,-0.596272654111565,NA,NA,NA,NA,NA,-0.725808838019802,-0.593940281322034,NA,NA,NA,NA,NA,-0.622535742087768,NA,NA,NA,NA,NA,-0.780181511043956,NA,NA,NA,NA,NA,-0.560390655180819,NA,NA,NA,NA,NA,-0.716339028923885
"fBodyGyro-energy()-X",NA,NA,-0.913811829596542,NA,NA,NA,NA,NA,-0.909932957542522,NA,NA,NA,NA,NA,-0.923942242119205,NA,NA,NA,NA,NA,-0.880504042461538,NA,NA,NA,NA,NA,-0.91006005474026,NA,NA,NA,NA,NA,-0.871764418185053,NA,NA,NA,NA,-0.928065674522293,-0.99935464,NA,NA,NA,NA,-0.926780721764706,NA,NA,NA,NA,NA,-0.902988281432927,NA,NA,NA,NA,NA,-0.952071680546448,NA,NA,NA,NA,NA,-0.931734780733696,NA,NA,NA,NA,-0.767925146630496,-0.999230916923077,NA,NA,NA,NA,-0.946798167720588,NA,NA,NA,NA,NA,-0.89746707470405,NA,NA,NA,NA,NA,-0.936074313951613,NA,NA,NA,NA,NA,-0.903738327750611,NA,NA,NA,NA,NA,-0.963100506842105,NA,NA,-0.917593771583333,NA,NA,NA,NA,NA,-0.946351435,NA,NA,NA,NA,NA,-0.929200517146597,NA,NA,NA,NA,NA,-0.907903770639535,NA,NA,NA,NA,NA,-0.894602918921053,-0.847661723333333,NA,NA,NA,NA,NA,-0.915518466225166,NA,NA,NA,NA,NA,-0.917054747507886,NA,NA,NA,NA,NA,-0.905646036354167,NA,NA,NA,NA,NA,-0.893344572040816,NA,NA,NA,NA,NA,-0.943530052722772,-0.901257358135593,NA,NA,NA,NA,NA,-0.914928041406728,NA,NA,NA,NA,NA,-0.955547304093407,NA,NA,NA,NA,NA,-0.892927335564972,NA,NA,NA,NA,NA,-0.94602336687664
"fBodyGyro-energy()-Y",NA,NA,-0.742539206628242,NA,NA,NA,NA,NA,-0.950682284897361,NA,NA,NA,NA,NA,-0.922862538046358,NA,NA,NA,NA,NA,-0.866866785750769,NA,NA,NA,NA,NA,-0.887060870779221,NA,NA,NA,NA,NA,-0.807619183530249,NA,NA,NA,NA,-0.911972654872611,-0.999861405,NA,NA,NA,NA,-0.642948781344892,NA,NA,NA,NA,NA,-0.905252893231707,NA,NA,NA,NA,NA,-0.960203694945355,NA,NA,NA,NA,NA,-0.937527745923913,NA,NA,NA,NA,-0.783769684883688,-0.999238927435897,NA,NA,NA,NA,-0.934772054558824,NA,NA,NA,NA,NA,-0.950376640965732,NA,NA,NA,NA,NA,-0.724607397565323,NA,NA,NA,NA,NA,-0.942017841002445,NA,NA,NA,NA,NA,-0.977957150789474,NA,NA,-0.942802321,NA,NA,NA,NA,NA,-0.952991520744681,NA,NA,NA,NA,NA,-0.927628524109948,NA,NA,NA,NA,NA,-0.843286845872093,NA,NA,NA,NA,NA,-0.800622383789474,-0.354024406666667,NA,NA,NA,NA,NA,-0.927739763741722,NA,NA,NA,NA,NA,-0.964597369116719,NA,NA,NA,NA,NA,-0.903385098819444,NA,NA,NA,NA,NA,-0.829386989489796,NA,NA,NA,NA,NA,-0.954314847772277,-0.899663371355932,NA,NA,NA,NA,NA,-0.873822531743119,NA,NA,NA,NA,NA,-0.948649076785714,NA,NA,NA,NA,NA,-0.802837231291808,NA,NA,NA,NA,NA,-0.944481923805774
"fBodyGyro-energy()-Z",NA,NA,-0.862594537348703,NA,NA,NA,NA,NA,-0.926899954985337,NA,NA,NA,NA,NA,-0.86332235205298,NA,NA,NA,NA,NA,-0.848200131538462,NA,NA,NA,NA,NA,-0.897604650649351,NA,NA,NA,NA,NA,-0.728894669928826,NA,NA,NA,NA,-0.925540282866242,-0.99886848,NA,NA,NA,NA,-0.588532373765325,NA,NA,NA,NA,NA,-0.917516464908537,NA,NA,NA,NA,NA,-0.920037761174863,NA,NA,NA,NA,NA,-0.910566277554348,NA,NA,NA,NA,-0.798116596879433,-0.999111234102564,NA,NA,NA,NA,-0.880397472058824,NA,NA,NA,NA,NA,-0.868001917165109,NA,NA,NA,NA,NA,-0.835629628125269,NA,NA,NA,NA,NA,-0.941879313154034,NA,NA,NA,NA,NA,-0.945166256118421,NA,NA,-0.877752567333333,NA,NA,NA,NA,NA,-0.875370271409574,NA,NA,NA,NA,NA,-0.881248081937173,NA,NA,NA,NA,NA,-0.911379762674419,NA,NA,NA,NA,NA,-0.846513608,-0.723194103333333,NA,NA,NA,NA,NA,-0.870083865142384,NA,NA,NA,NA,NA,-0.932934805488959,NA,NA,NA,NA,NA,-0.843773320034722,NA,NA,NA,NA,NA,-0.834964199251701,NA,NA,NA,NA,NA,-0.88332762529703,-0.911059689322034,NA,NA,NA,NA,NA,-0.876132822324159,NA,NA,NA,NA,NA,-0.932657711483517,NA,NA,NA,NA,NA,-0.755876516264124,NA,NA,NA,NA,NA,-0.910605313412074
"fBodyGyro-iqr()-X",NA,NA,-0.643724651731441,NA,NA,NA,NA,NA,-0.636950509923167,NA,NA,NA,NA,NA,-0.616996563136755,NA,NA,NA,NA,NA,-0.502106626394462,NA,NA,NA,NA,NA,-0.689231958753247,NA,NA,NA,NA,NA,-0.651971096988256,NA,NA,NA,NA,-0.748826875350318,-0.975179495,NA,NA,NA,NA,-0.771471727832817,NA,NA,NA,NA,NA,-0.72938211939939,NA,NA,NA,NA,NA,-0.851127841393443,NA,NA,NA,NA,NA,-0.764490688703804,NA,NA,NA,NA,-0.490446795325887,-0.980470280128205,NA,NA,NA,NA,-0.780285455854657,NA,NA,NA,NA,NA,-0.695643811342056,NA,NA,NA,NA,NA,-0.701153945790054,NA,NA,NA,NA,NA,-0.767849518977995,NA,NA,NA,NA,NA,-0.825402130289474,NA,NA,-0.615490398427083,NA,NA,NA,NA,NA,-0.801191498367021,NA,NA,NA,NA,NA,-0.698260358465183,NA,NA,NA,NA,NA,-0.716277764261337,NA,NA,NA,NA,NA,-0.764871010884211,-0.65929976,NA,NA,NA,NA,NA,-0.645240261732781,NA,NA,NA,NA,NA,-0.678620908232177,NA,NA,NA,NA,NA,-0.725900299975694,NA,NA,NA,NA,NA,-0.656351942077551,NA,NA,NA,NA,NA,-0.756069986054455,-0.527824946626271,NA,NA,NA,NA,NA,-0.680697755011009,NA,NA,NA,NA,NA,-0.827862246098901,NA,NA,NA,NA,NA,-0.680835652737853,NA,NA,NA,NA,NA,-0.727957024637795
"fBodyGyro-iqr()-Y",NA,NA,-0.589042016491066,NA,NA,NA,NA,NA,-0.809089416422287,NA,NA,NA,NA,NA,-0.739558943311258,NA,NA,NA,NA,NA,-0.643142566794892,NA,NA,NA,NA,NA,-0.651082957038636,NA,NA,NA,NA,NA,-0.613263303410676,NA,NA,NA,NA,-0.84593445433121,-0.98953904,NA,NA,NA,NA,-0.619846569649536,NA,NA,NA,NA,NA,-0.826320144359756,NA,NA,NA,NA,NA,-0.845304441830601,NA,NA,NA,NA,NA,-0.803480940397011,NA,NA,NA,NA,-0.599335902905816,-0.987168420128205,NA,NA,NA,NA,-0.786517953681373,NA,NA,NA,NA,NA,-0.834366903271028,NA,NA,NA,NA,NA,-0.529384675914247,NA,NA,NA,NA,NA,-0.880554095403423,NA,NA,NA,NA,NA,-0.893316739276316,NA,NA,-0.774297308625,NA,NA,NA,NA,NA,-0.821489470219681,NA,NA,NA,NA,NA,-0.77585555958361,NA,NA,NA,NA,NA,-0.843862557994186,NA,NA,NA,NA,NA,-0.756568313184211,-0.62969998,NA,NA,NA,NA,NA,-0.753215491884106,NA,NA,NA,NA,NA,-0.882632746214511,NA,NA,NA,NA,NA,-0.731694837861111,NA,NA,NA,NA,NA,-0.738970884666667,NA,NA,NA,NA,NA,-0.812717441089109,-0.723049442966102,NA,NA,NA,NA,NA,-0.678298314882569,NA,NA,NA,NA,NA,-0.863925102307692,NA,NA,NA,NA,NA,-0.634807608044633,NA,NA,NA,NA,NA,-0.760664306514436
